"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","BREST-ubuntu",,,,"User:","abdallah"
"Cmdline:","dstat -t -cdmnl --output /home/abdallah/git/gitlab.uni.lu/aibrahim/presence/presence/cli/Tmp/campaigndstat.csv 1 181",,,,"Date:","30 Oct 2019 16:50:25 CET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",,"load avg",,
30-10 16:52:52,51.372,1.746,26.434,20.449,0.0,0.0,1019904.0,0.0,6341414912.0,8503296.0,884568064.0,1037893632.0,784.0,0.0,4.300,2.270,1.240
30-10 16:52:53,72.613,1.256,9.296,16.834,0.0,0.0,831488.0,262144.0,6356054016.0,8511488.0,884875264.0,1022939136.0,64.0,0.0,4.300,2.270,1.240
30-10 16:52:54,53.250,1.500,28.500,16.500,0.0,0.250,864256.0,61440.0,6417293312.0,8511488.0,884957184.0,961617920.0,128.0,0.0,4.300,2.270,1.240
30-10 16:52:55,61.347,0.998,23.441,14.214,0.0,0.0,1056768.0,114688.0,6476009472.0,8519680.0,884514816.0,903335936.0,1514.0,194.0,4.300,2.270,1.240
30-10 16:52:56,53.885,0.501,29.073,16.541,0.0,0.0,733184.0,606208.0,6487035904.0,8523776.0,884604928.0,892215296.0,3096.0,0.0,4.300,2.270,1.240
30-10 16:52:57,73.750,2.0,12.500,11.750,0.0,0.0,876544.0,2719744.0,6600814592.0,8523776.0,884940800.0,778100736.0,3814.0,0.0,4.280,2.290,1.250
30-10 16:52:58,44.279,1.244,34.577,19.652,0.0,0.249,819200.0,290816.0,6305615872.0,8531968.0,884928512.0,1073303552.0,904.0,0.0,4.280,2.290,1.250
30-10 16:52:59,54.115,1.247,25.935,18.703,0.0,0.0,843776.0,0.0,6326988800.0,8531968.0,884719616.0,1052139520.0,648.0,0.0,4.280,2.290,1.250
30-10 16:53:00,61.750,1.0,20.750,16.500,0.0,0.0,851968.0,16384.0,6378868736.0,8531968.0,884744192.0,1000235008.0,1676.0,0.0,4.280,2.290,1.250
30-10 16:53:01,56.608,1.995,25.686,15.711,0.0,0.0,806912.0,81920.0,6462046208.0,8531968.0,884748288.0,917053440.0,534.0,0.0,4.280,2.290,1.250
30-10 16:53:02,59.148,1.504,20.301,19.048,0.0,0.0,815104.0,176128.0,6473089024.0,8540160.0,884576256.0,906174464.0,554.0,0.0,4.250,2.320,1.270
30-10 16:53:03,48.363,1.259,32.494,17.632,0.0,0.252,786432.0,241664.0,6509223936.0,8540160.0,884551680.0,870064128.0,1046.0,0.0,4.250,2.320,1.270
30-10 16:53:04,69.925,3.759,18.296,8.020,0.0,0.0,786432.0,2920448.0,6659428352.0,8548352.0,884805632.0,719597568.0,909.0,70.0,4.250,2.320,1.270
30-10 16:53:05,39.646,2.525,36.364,21.212,0.0,0.253,864256.0,65536.0,6317424640.0,8548352.0,884498432.0,1061908480.0,502.0,194.0,4.250,2.320,1.270
30-10 16:53:06,52.488,1.493,26.368,19.652,0.0,0.0,888832.0,569344.0,6337966080.0,8548352.0,884523008.0,1041342464.0,114.0,0.0,4.250,2.320,1.270
30-10 16:53:07,59.398,2.005,16.541,22.055,0.0,0.0,712704.0,86016.0,6361317376.0,8556544.0,884641792.0,1017864192.0,306.0,0.0,4.150,2.330,1.280
30-10 16:53:08,54.156,1.511,27.456,16.877,0.0,0.0,884736.0,40960.0,6420373504.0,8556544.0,884547584.0,958902272.0,123.0,70.0,4.150,2.330,1.280
30-10 16:53:09,57.393,1.754,27.569,13.283,0.0,0.0,909312.0,217088.0,6482407424.0,8564736.0,884772864.0,896634880.0,658.0,0.0,4.150,2.330,1.280
30-10 16:53:10,48.371,1.003,31.078,19.298,0.0,0.251,942080.0,229376.0,6505684992.0,8564736.0,884350976.0,873779200.0,0.0,0.0,4.150,2.330,1.280
30-10 16:53:11,68.844,3.266,11.558,16.332,0.0,0.0,921600.0,2719744.0,6633029632.0,8564736.0,884396032.0,746389504.0,0.0,0.0,4.150,2.330,1.280
30-10 16:53:12,42.289,2.239,34.826,20.647,0.0,0.0,856064.0,65536.0,6322569216.0,8564736.0,884895744.0,1056350208.0,522.0,64.0,3.980,2.330,1.280
30-10 16:53:13,50.990,1.733,26.733,20.297,0.0,0.248,839680.0,45056.0,6349623296.0,8572928.0,884891648.0,1029292032.0,122.0,0.0,3.980,2.330,1.280
30-10 16:53:14,66.921,1.272,12.723,19.084,0.0,0.0,778240.0,233472.0,6385946624.0,8581120.0,884690944.0,993161216.0,0.0,0.0,3.980,2.330,1.280
30-10 16:53:15,48.111,2.015,27.456,22.418,0.0,0.0,897024.0,49152.0,6460719104.0,8581120.0,884838400.0,918241280.0,438.0,194.0,3.980,2.330,1.280
30-10 16:53:16,61.168,0.761,17.259,20.812,0.0,0.0,790528.0,348160.0,6497394688.0,8581120.0,884977664.0,881426432.0,109.0,179.0,3.980,2.330,1.280
30-10 16:53:17,58.396,1.754,28.070,11.779,0.0,0.0,864256.0,258048.0,6522462208.0,8581120.0,884969472.0,856367104.0,305.0,105.0,3.900,2.340,1.290
30-10 16:53:18,65.500,2.250,22.0,10.250,0.0,0.0,892928.0,139264.0,6661668864.0,8589312.0,882819072.0,719302656.0,109.0,179.0,3.900,2.340,1.290
30-10 16:53:19,43.216,3.518,34.925,18.090,0.0,0.251,847872.0,2748416.0,6308786176.0,8589312.0,884936704.0,1070067712.0,0.0,0.0,3.900,2.340,1.290
30-10 16:53:20,46.500,1.500,29.250,22.750,0.0,0.0,696320.0,221184.0,6330298368.0,8597504.0,885043200.0,1048440832.0,0.0,0.0,3.900,2.340,1.290
30-10 16:53:21,70.305,1.523,15.228,12.437,0.0,0.508,1331200.0,872448.0,6344339456.0,8597504.0,885211136.0,1034231808.0,0.0,0.0,3.900,2.340,1.290
30-10 16:53:22,59.750,1.500,19.750,19.0,0.0,0.0,856064.0,24576.0,6400618496.0,8601600.0,885448704.0,977711104.0,1562.0,1351.0,3.910,2.370,1.300
30-10 16:53:23,57.357,1.247,22.693,18.703,0.0,0.0,712704.0,94208.0,6478385152.0,8609792.0,885383168.0,900001792.0,0.0,0.0,3.910,2.370,1.300
30-10 16:53:24,65.757,2.233,12.655,19.355,0.0,0.0,897024.0,331776.0,6503518208.0,8609792.0,885653504.0,874598400.0,0.0,0.0,3.910,2.370,1.300
30-10 16:53:25,60.902,1.754,22.556,14.787,0.0,0.0,778240.0,69632.0,6620041216.0,8609792.0,885518336.0,758210560.0,126.0,194.0,3.910,2.370,1.300
30-10 16:53:26,49.874,3.778,27.960,18.388,0.0,0.0,966656.0,2977792.0,6271811584.0,8617984.0,885526528.0,1106423808.0,0.0,0.0,3.910,2.370,1.300


"Host:","BREST-ubuntu",,,,"User:","abdallah"
"Cmdline:","dstat -t -cdmnl --output /home/abdallah/git/gitlab.uni.lu/aibrahim/presence/presence/cli/Tmp/campaigndstat.csv 1 2464",,,,"Date:","31 Oct 2019 14:15:40 CET"

"system","total cpu usage",,,,,,"dsk/total",,"memory usage",,,,"net/total",,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","read","writ","used","buff","cach","free","recv","send","1m","5m","15m"
31-10 14:15:40,19.245,4.585,71.131,5.020,0.0,0.019,39949.501,76056.705,5816381440.0,155828224.0,1610174464.0,689995776.0,0.0,0.0,0.830,0.450,0.390
31-10 14:15:41,43.544,2.532,35.190,18.734,0.0,0.0,1277952.0,0.0,5884252160.0,155856896.0,1610170368.0,622100480.0,70.0,70.0,0.830,0.450,0.390
31-10 14:15:42,62.438,2.239,22.637,12.438,0.0,0.249,1130496.0,507904.0,5926780928.0,155865088.0,1610321920.0,579411968.0,878.0,944.0,0.830,0.450,0.390
31-10 14:15:43,52.513,2.010,27.638,17.839,0.0,0.0,1343488.0,24576.0,5997404160.0,155865088.0,1610522624.0,508588032.0,878.0,944.0,0.930,0.470,0.400
31-10 14:15:44,56.642,2.506,23.308,17.544,0.0,0.0,1191936.0,36864.0,6051209216.0,155865088.0,1610207232.0,455098368.0,968.0,944.0,0.930,0.470,0.400
31-10 14:15:45,62.657,0.752,25.564,10.777,0.0,0.251,942080.0,270336.0,6051164160.0,155873280.0,1610276864.0,455065600.0,1191.0,1123.0,0.930,0.470,0.400
31-10 14:15:46,57.606,3.242,23.691,15.461,0.0,0.0,1097728.0,69632.0,6210846720.0,155873280.0,1610489856.0,295170048.0,671.0,721.0,0.930,0.470,0.400
31-10 14:15:47,29.323,3.258,42.356,24.812,0.0,0.251,995328.0,5230592.0,5832286208.0,155881472.0,1578987520.0,705224704.0,439.0,472.0,0.930,0.470,0.400
31-10 14:15:48,3.023,0.504,70.781,25.693,0.0,0.0,978944.0,229376.0,5839912960.0,155889664.0,1578975232.0,697602048.0,126.0,194.0,1.010,0.500,0.410
31-10 14:15:49,3.283,0.253,69.949,26.515,0.0,0.0,1335296.0,0.0,5842796544.0,155889664.0,1579012096.0,694681600.0,325.0,70.0,1.010,0.500,0.410
31-10 14:15:50,3.788,0.505,67.172,28.283,0.0,0.253,1232896.0,69632.0,5849710592.0,155897856.0,1578737664.0,688033792.0,134.0,0.0,1.010,0.500,0.410
31-10 14:15:51,3.535,0.758,63.384,32.323,0.0,0.0,1134592.0,0.0,5863968768.0,155897856.0,1578999808.0,673513472.0,134.0,134.0,1.010,0.500,0.410
31-10 14:15:52,7.0,1.0,63.0,28.750,0.0,0.250,1290240.0,4096.0,5892268032.0,155897856.0,1598808064.0,625405952.0,0.0,0.0,1.010,0.500,0.410
31-10 14:15:53,44.500,2.500,29.500,23.500,0.0,0.0,1138688.0,0.0,5964513280.0,155897856.0,1599135744.0,552833024.0,0.0,0.0,1.250,0.560,0.430
31-10 14:15:54,90.977,2.757,3.509,2.757,0.0,0.0,1339392.0,45056.0,5999603712.0,155906048.0,1599205376.0,517664768.0,0.0,0.0,1.250,0.560,0.430
31-10 14:15:55,88.500,2.0,4.750,4.500,0.0,0.250,1265664.0,28672.0,6071230464.0,155906048.0,1599217664.0,446025728.0,134.0,0.0,1.250,0.560,0.430
31-10 14:15:56,94.236,1.754,2.005,2.005,0.0,0.0,1093632.0,81920.0,6091898880.0,155914240.0,1598971904.0,425594880.0,0.0,0.0,1.250,0.560,0.430
31-10 14:15:57,92.500,5.500,1.500,0.500,0.0,0.0,1265664.0,73728.0,6213312512.0,155918336.0,1599053824.0,304095232.0,64.0,0.0,1.250,0.560,0.430
31-10 14:15:58,89.924,1.763,5.290,3.023,0.0,0.0,1224704.0,45056.0,6229557248.0,155840512.0,1593729024.0,293253120.0,126.0,194.0,1.710,0.660,0.460
31-10 14:15:59,88.221,6.266,2.757,2.506,0.0,0.251,1241088.0,15159296.0,6310838272.0,136749056.0,1540378624.0,284413952.0,70.0,70.0,1.710,0.660,0.460
31-10 14:16:00,91.771,5.736,1.496,0.748,0.0,0.249,1454080.0,634880.0,6377631744.0,135864320.0,1460736000.0,298147840.0,198.0,0.0,1.710,0.660,0.460
31-10 14:16:01,93.500,5.250,1.0,0.250,0.0,0.0,1163264.0,1318912.0,6465249280.0,134516736.0,1423683584.0,248930304.0,772.0,140.0,1.710,0.660,0.460
31-10 14:16:02,91.729,7.769,0.0,0.0,0.0,0.501,1150976.0,21131264.0,6513762304.0,110792704.0,1350127616.0,297697280.0,286.0,230.0,1.710,0.660,0.460
31-10 14:16:03,77.057,5.486,5.736,11.721,0.0,0.0,1781760.0,19714048.0,6123982848.0,111042560.0,1341906944.0,695447552.0,204.0,140.0,2.380,0.820,0.510
31-10 14:16:04,77.411,3.553,4.822,13.959,0.0,0.254,3878912.0,335872.0,6259445760.0,111280128.0,1325260800.0,576393216.0,824.0,210.0,2.380,0.820,0.510
31-10 14:16:05,85.642,6.045,4.030,4.030,0.0,0.252,5550080.0,2777088.0,5970288640.0,111394816.0,1348661248.0,842035200.0,754.0,70.0,2.380,0.820,0.510
31-10 14:16:06,87.657,3.526,3.778,4.786,0.0,0.252,1716224.0,24576.0,6052716544.0,111403008.0,1349361664.0,758898688.0,664.0,0.0,2.380,0.820,0.510
31-10 14:16:07,88.972,3.509,2.757,4.511,0.0,0.251,3854336.0,24576.0,6133592064.0,111407104.0,1351921664.0,675459072.0,620.0,70.0,2.380,0.820,0.510
31-10 14:16:08,96.0,2.250,0.750,0.750,0.0,0.250,1503232.0,32768.0,6174965760.0,111407104.0,1352175616.0,633831424.0,126.0,194.0,2.670,0.910,0.540
31-10 14:16:09,97.985,1.763,0.252,0.0,0.0,0.0,1187840.0,299008.0,6229270528.0,111423488.0,1352544256.0,579141632.0,210.0,413.0,2.670,0.910,0.540
31-10 14:16:10,92.732,3.509,3.008,0.501,0.0,0.251,1273856.0,176128.0,6300020736.0,111423488.0,1352691712.0,508243968.0,134.0,0.0,2.670,0.910,0.540
31-10 14:16:11,96.241,3.258,0.501,0.0,0.0,0.0,1331200.0,61440.0,6418919424.0,111423488.0,1352638464.0,389398528.0,588.0,70.0,2.670,0.910,0.540
31-10 14:16:12,96.241,3.258,0.251,0.0,0.0,0.251,1310720.0,196608.0,6515277824.0,111267840.0,1348988928.0,296845312.0,0.0,0.0,2.670,0.910,0.540
31-10 14:16:13,94.750,4.750,0.250,0.250,0.0,0.0,1368064.0,3579904.0,6185865216.0,111271936.0,1351770112.0,623472640.0,0.0,0.0,3.020,1.010,0.580
31-10 14:16:14,91.980,3.759,2.005,1.754,0.0,0.501,1032192.0,315392.0,6221631488.0,111288320.0,1351933952.0,587526144.0,213.0,70.0,3.020,1.010,0.580
31-10 14:16:15,96.0,4.0,0.0,0.0,0.0,0.0,1544192.0,143360.0,6316060672.0,111288320.0,1352228864.0,492802048.0,134.0,0.0,3.020,1.010,0.580
31-10 14:16:16,94.279,3.483,1.244,0.746,0.0,0.249,1470464.0,86016.0,6412107776.0,111288320.0,1352478720.0,396505088.0,0.0,0.0,3.020,1.010,0.580
31-10 14:16:17,97.0,3.0,0.0,0.0,0.0,0.0,1335296.0,36864.0,6508249088.0,111288320.0,1352364032.0,300478464.0,0.0,0.0,3.020,1.010,0.580
31-10 14:16:18,97.995,2.005,0.0,0.0,0.0,0.0,1347584.0,2818048.0,6531956736.0,111288320.0,1351970816.0,277164032.0,248.0,194.0,3.330,1.110,0.610
31-10 14:16:19,95.489,4.261,0.0,0.251,0.0,0.0,1503232.0,798720.0,6183079936.0,111304704.0,1352970240.0,625025024.0,0.0,0.0,3.330,1.110,0.610
31-10 14:16:20,86.070,3.234,5.224,5.473,0.0,0.0,1290240.0,229376.0,6257217536.0,111448064.0,1353064448.0,550649856.0,134.0,0.0,3.330,1.110,0.610
31-10 14:16:21,94.236,4.010,0.501,1.003,0.0,0.251,1748992.0,69632.0,6395600896.0,111456256.0,1353510912.0,411811840.0,134.0,134.0,3.330,1.110,0.610
31-10 14:16:22,86.500,3.750,4.250,5.500,0.0,0.0,1372160.0,2859008.0,6047059968.0,111456256.0,1352970240.0,760893440.0,0.0,0.0,3.330,1.110,0.610
31-10 14:16:23,67.920,2.256,12.030,17.544,0.0,0.251,1236992.0,94208.0,6021988352.0,111456256.0,1353256960.0,785678336.0,0.0,0.0,3.390,1.150,0.630
31-10 14:16:24,41.646,2.494,32.419,23.441,0.0,0.0,1269760.0,380928.0,6137548800.0,111472640.0,1353297920.0,670060544.0,0.0,0.0,3.390,1.150,0.630
31-10 14:16:25,45.340,3.778,32.494,18.136,0.0,0.252,1052672.0,2764800.0,5819936768.0,111472640.0,1353363456.0,987607040.0,134.0,0.0,3.390,1.150,0.630
31-10 14:16:26,76.322,3.526,9.068,10.831,0.0,0.252,1241088.0,0.0,5936922624.0,111472640.0,1353609216.0,870375424.0,0.0,0.0,3.390,1.150,0.630
31-10 14:16:27,91.709,2.513,3.015,2.764,0.0,0.0,4734976.0,0.0,5976416256.0,112349184.0,1356177408.0,827437056.0,0.0,0.0,3.390,1.150,0.630
31-10 14:16:28,93.233,4.511,1.504,0.501,0.0,0.251,4403200.0,0.0,6025248768.0,112369664.0,1358630912.0,776130560.0,126.0,194.0,3.680,1.250,0.660
31-10 14:16:29,81.707,9.024,3.902,5.366,0.0,0.0,5910528.0,303104.0,6082338816.0,112750592.0,1362579456.0,714711040.0,203.0,70.0,3.680,1.250,0.660
31-10 14:16:30,84.158,5.693,2.475,7.426,0.0,0.248,10543104.0,28672.0,6167601152.0,113201152.0,1378373632.0,613203968.0,134.0,0.0,3.680,1.250,0.660
31-10 14:16:31,61.139,8.911,11.881,17.574,0.0,0.495,7283712.0,36864.0,6243344384.0,114327552.0,1382682624.0,532025344.0,70.0,70.0,3.680,1.250,0.660
31-10 14:16:32,80.446,7.178,6.188,5.941,0.0,0.248,1866240.0,28672.0,6277423104.0,114999296.0,1385631744.0,494325760.0,109.0,179.0,3.680,1.250,0.660
31-10 14:16:33,90.727,6.266,1.253,1.504,0.0,0.251,1404928.0,126976.0,6330937344.0,114999296.0,1385926656.0,440516608.0,330.0,0.0,4.020,1.360,0.700
31-10 14:16:34,97.250,2.250,0.250,0.250,0.0,0.0,933888.0,663552.0,6359408640.0,115015680.0,1381404672.0,416550912.0,0.0,0.0,4.020,1.360,0.700
31-10 14:16:35,93.250,3.500,0.500,2.750,0.0,0.0,4448256.0,434176.0,6464593920.0,115273728.0,1382400000.0,310112256.0,1066.0,813.0,4.020,1.360,0.700
31-10 14:16:36,90.476,8.521,0.251,0.251,0.0,0.501,2666496.0,30216192.0,6560763904.0,114049024.0,1374695424.0,222871552.0,312.0,0.0,4.020,1.360,0.700
31-10 14:16:37,90.476,9.524,0.0,0.0,0.0,0.0,958464.0,6369280.0,6637105152.0,114049024.0,1374351360.0,146874368.0,0.0,0.0,4.020,1.360,0.700
31-10 14:16:38,82.456,11.779,1.504,3.759,0.0,0.501,544768.0,48885760.0,5889957888.0,106520576.0,1292857344.0,983044096.0,126.0,194.0,4.260,1.460,0.740
31-10 14:16:39,71.782,7.921,7.178,12.624,0.0,0.495,2314240.0,23498752.0,5921243136.0,106520576.0,1294401536.0,950214656.0,140.0,343.0,4.260,1.460,0.740
31-10 14:16:40,80.542,7.143,7.143,5.172,0.0,0.0,606208.0,1011712.0,6048071680.0,106536960.0,1295171584.0,822599680.0,134.0,0.0,4.260,1.460,0.740
31-10 14:16:41,88.221,4.010,3.509,4.261,0.0,0.0,3407872.0,86016.0,6069055488.0,106582016.0,1315561472.0,781180928.0,70.0,70.0,4.260,1.460,0.740
31-10 14:16:42,95.238,4.261,0.251,0.0,0.0,0.251,1204224.0,16384.0,6072602624.0,106582016.0,1315733504.0,777461760.0,1001.0,1014.0,4.260,1.460,0.740
31-10 14:16:43,89.250,6.250,2.0,2.250,0.0,0.250,1130496.0,167936.0,6129909760.0,106582016.0,1317781504.0,718106624.0,1458.0,944.0,4.240,1.500,0.760
31-10 14:16:44,84.691,8.889,3.457,2.716,0.0,0.247,1064960.0,53248.0,6235090944.0,106582016.0,1323421696.0,607285248.0,1077.0,1123.0,4.240,1.500,0.760
31-10 14:16:45,75.561,13.466,4.489,6.234,0.0,0.249,3573248.0,2908160.0,6361972736.0,106815488.0,1327775744.0,475815936.0,1012.0,944.0,4.240,1.500,0.760
31-10 14:16:46,76.0,6.0,4.500,13.500,0.0,0.0,8159232.0,200704.0,6023479296.0,107266048.0,1334005760.0,807628800.0,439.0,472.0,4.240,1.500,0.760
31-10 14:16:47,78.676,5.637,5.147,10.539,0.0,0.0,3554816.0,323584.0,6048079872.0,107651072.0,1336311808.0,780337152.0,122.0,0.0,4.240,1.500,0.760
31-10 14:16:48,84.069,6.373,4.902,4.412,0.0,0.245,2060288.0,143360.0,6086615040.0,107651072.0,1336573952.0,741539840.0,891.0,2468.0,4.300,1.560,0.780
31-10 14:16:49,84.804,6.618,3.922,4.657,0.0,0.0,1478656.0,49152.0,6211579904.0,107659264.0,1337114624.0,616026112.0,28355.0,1579.0,4.300,1.560,0.780
31-10 14:16:50,92.804,6.948,0.0,0.248,0.0,0.0,1904640.0,294912.0,6278565888.0,108208128.0,1337876480.0,547729408.0,198.0,64.0,4.300,1.560,0.780
31-10 14:16:51,91.919,6.566,1.010,0.505,0.0,0.0,2854912.0,2822144.0,6346797056.0,108216320.0,1339822080.0,477544448.0,70.0,70.0,4.300,1.560,0.780
31-10 14:16:52,82.741,5.584,7.107,4.315,0.0,0.254,9859072.0,94208.0,6014836736.0,108367872.0,1349226496.0,799948800.0,0.0,0.0,4.300,1.560,0.780
31-10 14:16:53,86.364,3.535,4.040,5.808,0.0,0.253,4464640.0,356352.0,6126055424.0,108421120.0,1350434816.0,687468544.0,0.0,0.0,4.360,1.620,0.800
31-10 14:16:54,92.537,4.478,1.493,1.493,0.0,0.0,2375680.0,908288.0,6160269312.0,108761088.0,1353297920.0,650051584.0,0.0,0.0,4.360,1.620,0.800
31-10 14:16:55,93.766,2.244,1.995,1.746,0.0,0.249,1179648.0,2514944.0,6172540928.0,108965888.0,1354084352.0,636788736.0,134.0,0.0,4.360,1.620,0.800
31-10 14:16:56,86.978,5.651,4.423,2.703,0.0,0.246,888832.0,167936.0,6235258880.0,108969984.0,1354375168.0,573775872.0,0.0,0.0,4.360,1.620,0.800
31-10 14:16:57,85.930,3.015,5.025,5.779,0.0,0.251,1064960.0,819200.0,6335176704.0,108982272.0,1354203136.0,474017792.0,0.0,0.0,4.360,1.620,0.800
31-10 14:16:58,83.375,9.068,3.526,4.030,0.0,0.0,856064.0,2785280.0,6463827968.0,109019136.0,1353850880.0,345681920.0,126.0,194.0,4.410,1.670,0.830
31-10 14:16:59,73.500,2.750,12.500,11.0,0.0,0.250,1036288.0,65536.0,6058512384.0,109019136.0,1353891840.0,750956544.0,0.0,0.0,4.410,1.670,0.830
31-10 14:17:00,82.872,2.519,7.305,7.305,0.0,0.0,905216.0,430080.0,6149349376.0,109027328.0,1354719232.0,659283968.0,134.0,0.0,4.410,1.670,0.830
31-10 14:17:01,95.025,1.493,1.493,1.990,0.0,0.0,1327104.0,36864.0,6315102208.0,109125632.0,1354698752.0,493453312.0,172.0,140.0,4.410,1.670,0.830
31-10 14:17:02,91.162,2.525,3.283,2.778,0.0,0.253,1052672.0,2744320.0,5965979648.0,109125632.0,1354448896.0,842825728.0,204.0,140.0,4.410,1.670,0.830
31-10 14:17:03,83.0,2.250,9.0,5.750,0.0,0.0,1007616.0,49152.0,6049140736.0,109125632.0,1354657792.0,759455744.0,204.0,140.0,4.620,1.760,0.860
31-10 14:17:04,86.250,1.750,6.750,5.0,0.0,0.250,966656.0,131072.0,6089465856.0,109133824.0,1333399552.0,740380672.0,306.0,210.0,4.620,1.760,0.860
31-10 14:17:05,96.250,1.750,1.250,0.750,0.0,0.0,1122304.0,225280.0,6153650176.0,109142016.0,1333051392.0,676536320.0,236.0,70.0,4.620,1.760,0.860
31-10 14:17:06,95.489,2.005,1.504,1.003,0.0,0.0,1130496.0,16384.0,6183735296.0,109142016.0,1333264384.0,646238208.0,242.0,311.0,4.620,1.760,0.860
31-10 14:17:07,95.500,1.500,1.0,1.750,0.0,0.250,991232.0,733184.0,6221664256.0,109142016.0,1333346304.0,608227328.0,0.0,0.0,4.620,1.760,0.860
31-10 14:17:08,90.476,2.005,4.511,3.008,0.0,0.0,1003520.0,90112.0,6300323840.0,109142016.0,1333374976.0,529539072.0,249.0,264.0,4.810,1.850,0.890
31-10 14:17:09,92.714,3.518,2.261,1.508,0.0,0.0,942080.0,2691072.0,6402256896.0,109142016.0,1333108736.0,427872256.0,203.0,70.0,4.810,1.850,0.890
31-10 14:17:10,85.606,2.778,5.051,6.061,0.0,0.505,991232.0,126976.0,6097928192.0,109150208.0,1333567488.0,731734016.0,134.0,0.0,4.810,1.850,0.890
31-10 14:17:11,74.750,1.250,12.0,11.750,0.0,0.250,921600.0,393216.0,6171787264.0,109158400.0,1333428224.0,658006016.0,0.0,0.0,4.810,1.850,0.890
31-10 14:17:12,96.500,2.250,0.750,0.250,0.0,0.250,1179648.0,12288.0,6267523072.0,109158400.0,1332256768.0,563441664.0,0.0,0.0,4.810,1.850,0.890
31-10 14:17:13,92.231,4.261,2.005,1.253,0.0,0.251,1081344.0,2748416.0,5998809088.0,109158400.0,1333506048.0,830906368.0,575.0,0.0,5.140,1.970,0.940
31-10 14:17:14,96.977,1.259,1.008,0.504,0.0,0.252,2138112.0,16384.0,6135365632.0,109158400.0,1334169600.0,693686272.0,212.0,0.0,5.140,1.970,0.940
31-10 14:17:15,95.214,1.763,2.519,0.504,0.0,0.0,1056768.0,90112.0,6178324480.0,109174784.0,1334902784.0,649977856.0,312.0,0.0,5.140,1.970,0.940
31-10 14:17:16,97.750,2.0,0.0,0.0,0.0,0.250,3358720.0,204800.0,6251577344.0,109182976.0,1337470976.0,574148608.0,0.0,0.0,5.140,1.970,0.940
31-10 14:17:17,99.0,0.750,0.250,0.0,0.0,0.0,970752.0,684032.0,6292193280.0,109182976.0,1337675776.0,533327872.0,0.0,0.0,5.140,1.970,0.940
31-10 14:17:18,96.517,2.985,0.0,0.249,0.0,0.249,1191936.0,16384.0,6331719680.0,109182976.0,1337954304.0,493522944.0,126.0,194.0,5.450,2.090,0.980
31-10 14:17:19,97.487,2.261,0.251,0.0,0.0,0.0,974848.0,24576.0,6331539456.0,109182976.0,1337982976.0,493674496.0,64.0,64.0,5.450,2.090,0.980
31-10 14:17:20,96.482,2.764,0.754,0.0,0.0,0.0,897024.0,225280.0,6359097344.0,109191168.0,1338228736.0,465862656.0,134.0,0.0,5.450,2.090,0.980
31-10 14:17:21,94.486,4.762,0.251,0.251,0.0,0.251,1015808.0,299008.0,6545031168.0,109199360.0,1338286080.0,279863296.0,0.0,0.0,5.450,2.090,0.980
31-10 14:17:22,96.491,3.008,0.251,0.251,0.0,0.0,1019904.0,1011712.0,6591705088.0,109199360.0,1311555584.0,259919872.0,0.0,0.0,5.450,2.090,0.980
31-10 14:17:23,96.977,2.519,0.252,0.0,0.0,0.252,946176.0,2818048.0,6631800832.0,109199360.0,1311748096.0,219631616.0,0.0,0.0,5.820,2.220,1.030
31-10 14:17:24,94.527,4.478,0.498,0.249,0.0,0.249,995328.0,442368.0,6257381376.0,109199360.0,1331658752.0,574140416.0,0.0,0.0,5.820,2.220,1.030
31-10 14:17:25,95.729,1.759,1.508,1.005,0.0,0.0,1089536.0,94208.0,6347952128.0,109199360.0,1331781632.0,483446784.0,134.0,0.0,5.820,2.220,1.030
31-10 14:17:26,96.241,2.757,0.501,0.251,0.0,0.251,851968.0,390656.0,6523404288.0,109215744.0,1331826688.0,307933184.0,0.0,0.0,5.820,2.220,1.030
31-10 14:17:27,95.761,4.239,0.0,0.0,0.0,0.0,1015808.0,2785280.0,6640914432.0,109215744.0,1329119232.0,193130496.0,91.0,0.0,5.820,2.220,1.030
31-10 14:17:28,94.486,4.511,0.501,0.251,0.0,0.251,1183744.0,2781184.0,5928255488.0,109219840.0,1331572736.0,903331840.0,126.0,194.0,5.990,2.310,1.070
31-10 14:17:29,91.272,3.242,2.494,2.993,0.0,0.0,1249280.0,57344.0,5959876608.0,109219840.0,1331851264.0,871432192.0,0.0,0.0,5.990,2.310,1.070
31-10 14:17:30,76.010,1.263,12.121,10.606,0.0,0.0,950272.0,16384.0,5991493632.0,109219840.0,1331855360.0,839811072.0,134.0,0.0,5.990,2.310,1.070
31-10 14:17:31,91.457,2.261,2.513,3.769,0.0,0.0,909312.0,118784.0,6080163840.0,109228032.0,1332068352.0,750919680.0,768.0,0.0,5.990,2.310,1.070
31-10 14:17:32,96.250,2.500,0.750,0.250,0.0,0.250,958464.0,528384.0,6111866880.0,109236224.0,1332109312.0,719167488.0,1344.0,0.0,5.990,2.310,1.070
